episode,step,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7
0,0,-0.13263380527496338,-0.22918792068958282,-0.05696450173854828,0.006697086617350578,-0.17923635244369507,-0.16323845088481903,-0.055268559604883194,0.038265109062194824
0,1,-0.11350633203983307,-0.28109124302864075,-0.06355185061693192,0.025411536917090416,-0.20112848281860352,-0.1708805412054062,-0.05599059909582138,0.029691945761442184
0,2,-0.10414645075798035,-0.27123916149139404,-0.07132507860660553,0.020150499418377876,-0.2136426866054535,-0.17201201617717743,-0.05772719532251358,0.026020552963018417
0,3,-0.09942575544118881,-0.2702096998691559,-0.07294122874736786,0.019117729738354683,-0.22070392966270447,-0.17251694202423096,-0.06005089730024338,0.024646837264299393
0,4,-0.09697539359331131,-0.2718166708946228,-0.07234375923871994,0.019101465120911598,-0.22460922598838806,-0.17299878597259521,-0.062197256833314896,0.02429356426000595
0,5,-0.09568247944116592,-0.2734783887863159,-0.07102642208337784,0.019122736528515816,-0.22669574618339539,-0.1734338402748108,-0.06390512734651566,0.024363398551940918
0,6,-0.0949697494506836,-0.30563944578170776,-0.0564989298582077,0.032113879919052124,-0.22775942087173462,-0.17375555634498596,-0.06516104191541672,0.024586547166109085
0,7,-0.10253794491291046,-0.2864758372306824,-0.06088043004274368,0.021008143201470375,-0.22826902568340302,-0.17394514381885529,-0.06603960692882538,0.024847358465194702
0,8,-0.10039688646793365,-0.3100796937942505,-0.0518341138958931,0.03037472628057003,-0.22849303483963013,-0.17401733994483948,-0.0666317418217659,0.02510063722729683
0,9,-0.09709273278713226,-0.31876128911972046,-0.05047133192420006,0.029660476371645927,-0.22857987880706787,-0.1739991009235382,-0.06701786071062088,0.02533205971121788
0,10,-0.0955665111541748,-0.32090163230895996,-0.05148977041244507,0.028101513162255287,-0.2099020630121231,-0.1873680055141449,-0.06971505284309387,0.025539763271808624
0,11,-0.09481195360422134,-0.28892025351524353,-0.055435992777347565,0.019091585651040077,-0.19543616473674774,-0.19446979463100433,-0.07828563451766968,0.02520892024040222
0,12,-0.0945143848657608,-0.3111796975135803,-0.05054473876953125,0.02793160267174244,-0.21253809332847595,-0.18347276747226715,-0.08194443583488464,0.025051139295101166
