episode,step,agent_0,agent_1,agent_2,agent_3
0,0,0.43188339402278264,0.5456768427292505,0.485008961558342,0.5385153593619665
1,0,0.43300573448340096,0.5453182838360469,0.4864373563726743,0.537930615345637
2,0,0.4326632298032443,0.5453871687253317,0.48601891289154686,0.5383046346902848
3,0,0.4324067163467407,0.544653268456459,0.4863859357436498,0.538618406454722
4,0,0.4327644837896029,0.5441640973091125,0.4866017113129298,0.5390958213806152
5,0,0.4324952608346939,0.5441370205084483,0.4861050247152646,0.5397256155808766
6,0,0.43233818173408506,0.543653576374054,0.4863295078277588,0.5403089155753453
7,0,0.43193441450595854,0.5426136002937952,0.48594413002332054,0.5406379244724909
8,0,0.43165151834487914,0.5430052057902018,0.4860731749733289,0.5412609561284383
9,0,0.4319432461261749,0.5420672124624253,0.48660596867402395,0.5416353396574656
10,0,0.43165525714556374,0.5416073004404703,0.4862745574116707,0.5421570324897766
11,0,0.43196055630842844,0.5414083401362101,0.4868721344073613,0.5426812805732091
12,0,0.431782531440258,0.5407518029212952,0.48618234237035113,0.5431931175788244
13,0,0.4309079823891322,0.5406282375256221,0.48588176399469374,0.5438615212837855
14,0,0.4313134663303693,0.5402662148078282,0.48645891666412355,0.5443282814820608
15,0,0.43095868398745857,0.5397262670596441,0.4861298868060112,0.5449780736366908
16,0,0.4301179703076681,0.5392971694469452,0.4853209603826205,0.5454802666107813
17,0,0.43038196245829263,0.5390819501876831,0.4856168887019157,0.5460413922866185
18,0,0.4298713223139445,0.538500719666481,0.48619664579629895,0.5463947625954946
19,0,0.42961787680784863,0.5383198265234629,0.4857129481434822,0.5469688618183136
20,0,0.4296530375878016,0.5377565356095632,0.48608377516269685,0.5473718871672948
21,0,0.42963464657465616,0.5376293200254441,0.4865184121330579,0.5479720975955328
22,0,0.42936234494050346,0.5371531456708908,0.48595888942480087,0.5485302744309107
23,0,0.42912041167418163,0.5366560290257136,0.48624738494555153,0.5488740885257721
24,0,0.42847685029109317,0.5364954296747844,0.48571807831525804,0.5494664678970973
25,0,0.4284182704488436,0.5364005416631699,0.4857225079337756,0.5500836441914241
26,0,0.4286184439063072,0.5358953112363816,0.4863248202204704,0.5503513387839
27,0,0.4278806872169177,0.5354016772905985,0.48594882448514304,0.5509783873955408
28,0,0.42812919716040293,0.5350831405321756,0.4857433901230494,0.5516264412800471
29,0,0.42742644240458805,0.534883337020874,0.48496327141920725,0.5522475105524063
30,0,0.4274251567324003,0.5345046579837799,0.4855458188056946,0.5527199971675872
31,0,0.4265839996933937,0.5339452352126439,0.4849270783861478,0.5531999589999517
32,0,0.4262790407737096,0.5335060296456019,0.484441005885601,0.5537390995025635
33,0,0.42604760140180586,0.5332659224669138,0.4843413636088371,0.5541799662510554
34,0,0.4258154912789663,0.5327475198109944,0.48415806382894516,0.5545398581027985
35,0,0.42595882833003995,0.532375275293986,0.4840740172068278,0.5550882605711619
36,0,0.4251894027988116,0.5320282351970672,0.4836256261666616,0.5555580967664718
37,0,0.4251377782225609,0.5316804754734039,0.48414133429527284,0.5558792048692703
