episode,step,reward,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7
0,0,-0.625,1,0,1,1,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,1,-0.625,0,1,0,0,1,1,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,2,-0.5,0,1,1,1,0,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,3,-0.5,1,1,0,1,0,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,4,-0.25,0,1,0,0,0,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,5,-0.5,0,1,0,0,1,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,6,-0.25,0,0,0,0,0,1,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,7,-0.625,0,1,1,1,0,0,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,8,-0.75,1,1,1,0,0,1,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,9,-0.75,1,1,1,0,0,1,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,10,-0.625,0,1,1,1,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,11,-0.625,1,1,0,1,0,1,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,12,-0.375,0,0,1,0,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,13,-0.5,1,1,0,0,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,14,-0.625,1,1,1,0,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,15,-0.5,1,0,1,0,0,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,16,-0.5,1,0,0,1,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,17,-0.5,1,0,1,0,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,18,-0.5,0,0,0,1,0,1,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,19,-0.25,0,1,1,0,0,0,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,20,-0.25,0,1,0,0,0,0,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,21,-0.5,1,1,0,1,0,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,22,-0.5,0,1,1,1,1,0,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,23,-0.625,1,1,1,0,1,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,24,-0.375,0,0,1,1,0,0,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,25,-0.75,1,1,0,1,1,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,26,-0.625,1,1,0,1,0,0,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,27,-0.5,0,1,0,1,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,28,-0.5,0,1,1,1,1,0,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,29,-0.25,1,1,0,0,0,0,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,30,-0.5,1,0,0,1,0,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,31,-0.75,1,1,0,1,0,1,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,32,-0.5,1,1,0,0,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,33,-0.625,1,1,1,0,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,34,-0.875,1,1,1,1,1,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,35,-0.5,0,1,1,1,0,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,36,-0.375,0,0,1,0,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,37,-0.5,1,1,1,0,0,1,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,38,-0.125,1,0,0,0,0,0,0,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,39,-0.5,0,0,0,1,1,1,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,40,-0.375,1,0,0,0,0,0,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,41,-0.375,1,0,0,1,0,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,42,-0.375,0,0,0,1,1,0,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,43,-0.5,0,0,0,1,1,1,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,44,-0.5,0,0,0,1,1,0,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,45,-0.375,1,0,0,0,0,1,1,0,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,46,-0.625,1,1,1,0,1,0,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,47,-0.75,1,1,1,0,1,0,1,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
0,48,-0.25,0,0,1,0,0,0,0,1,0.0,0.12666666666666657,0.016666666666666666,0.253333333333333,0.1933333333333331,0.253333333333333,0.016666666666666666,0.0
