episode,step,reward,action,age
5,37,-4.0,[1 1 0 0 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,38,-6.0,[1 0 1 1 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,39,-6.0,[0 1 1 1 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,40,-4.0,[1 0 0 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,41,-2.0,[1 0 0 0 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,42,-3.0,[0 0 0 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,43,-5.0,[0 1 1 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,44,-6.0,[1 1 1 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,45,-3.0,[0 0 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,46,-5.0,[1 1 0 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,47,-7.0,[1 1 0 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,48,-5.0,[1 0 1 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,49,-4.0,[1 0 1 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,50,-3.0,[1 0 0 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,51,-3.0,[1 1 0 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,52,-3.0,[0 0 0 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,53,-3.0,[1 0 1 0 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,54,-5.0,[0 0 1 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,55,-4.0,[0 0 1 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,56,-3.0,[0 0 0 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,57,-4.0,[1 0 1 1 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,58,-2.0,[1 0 0 1 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,59,-5.0,[1 1 0 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,60,-2.0,[0 0 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,61,-5.0,[0 0 1 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,62,-4.0,[1 1 1 0 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,63,-3.0,[0 1 0 1 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,64,-4.0,[1 1 1 1 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,65,-4.0,[0 1 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,66,-4.0,[0 1 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,67,-2.0,[0 0 0 0 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,68,-5.0,[1 0 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,69,-4.0,[0 1 0 1 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,70,-3.0,[0 0 0 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,71,-4.0,[0 0 0 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,72,-6.0,[1 1 0 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,73,-5.0,[1 1 0 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,74,-6.0,[0 0 1 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,75,-2.0,[0 0 0 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,76,-5.0,[1 0 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,77,-5.0,[0 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,78,-5.0,[0 0 1 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,79,-4.0,[0 1 1 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,80,-6.0,[1 1 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,81,-5.0,[1 0 1 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,82,-5.0,[1 0 1 0 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,83,-3.0,[0 0 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,84,-5.0,[1 1 0 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,85,-1.0,[0 0 0 0 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,86,-4.0,[0 0 0 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,87,-5.0,[1 1 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,88,-1.0,[0 1 0 0 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,89,-5.0,[1 0 1 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,90,-5.0,[1 0 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,91,-5.0,[1 1 1 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,92,-2.0,[0 0 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,93,-5.0,[1 1 1 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,94,-5.0,[0 1 1 0 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,95,-4.0,[1 0 1 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,96,-2.0,[0 0 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,97,-5.0,[1 0 0 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,98,-3.0,[0 0 0 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,99,-4.0,[1 0 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,100,-5.0,[1 0 1 1 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,101,-4.0,[0 0 1 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,102,-6.0,[1 1 1 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,103,-4.0,[1 1 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,104,-7.0,[1 0 1 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,105,-3.0,[0 1 1 0 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,106,-5.0,[0 1 0 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,107,-2.0,[0 0 0 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,108,-5.0,[0 0 0 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,109,-3.0,[1 0 0 0 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,110,-5.0,[1 1 0 1 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,111,-3.0,[0 0 0 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,112,-5.0,[0 0 1 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,113,-3.0,[0 0 1 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,114,-2.0,[0 0 0 0 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,115,-4.0,[0 0 0 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,116,-3.0,[1 1 0 0 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,117,-2.0,[0 0 0 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,118,-4.0,[1 0 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,119,-4.0,[1 1 0 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,120,-5.0,[1 1 1 0 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,121,-5.0,[1 0 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,122,-3.0,[0 0 0 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,123,-6.0,[1 1 1 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,124,-4.0,[1 0 1 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,125,-6.0,[1 1 0 1 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,126,-3.0,[0 0 0 1 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,127,-3.0,[0 0 1 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,128,-4.0,[1 0 0 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,129,-6.0,[1 1 1 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,130,-5.0,[0 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,131,-5.0,[1 0 1 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,132,-2.0,[0 0 0 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,133,-4.0,[0 0 1 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,134,-7.0,[1 1 0 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,135,-3.0,[0 1 0 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,136,-3.0,[1 1 0 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,137,-3.0,[1 0 0 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,138,-2.0,[1 0 0 0 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,139,-4.0,[1 1 1 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,140,-4.0,[1 0 1 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,141,-5.0,[1 1 1 1 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,142,-3.0,[0 0 0 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,143,-3.0,[1 0 0 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,144,-5.0,[1 0 1 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,145,-4.0,[1 0 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,146,-3.0,[0 0 0 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,147,-2.0,[0 1 0 0 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,148,-5.0,[0 1 0 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,149,-5.0,[1 0 0 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,150,-4.0,[0 0 1 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,151,-1.0,[1 0 0 0 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,152,-4.0,[0 0 0 1 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,153,-5.0,[1 0 1 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,154,-3.0,[1 1 1 0 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,155,-2.0,[1 0 0 1 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,156,-5.0,[0 1 1 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,157,-5.0,[1 1 0 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,158,-4.0,[1 0 1 1 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,159,-6.0,[1 0 0 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,160,-5.0,[0 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,161,-6.0,[1 1 0 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,162,-5.0,[1 0 0 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,163,-3.0,[0 0 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,164,-4.0,[1 1 1 0 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,165,-4.0,[1 0 1 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,166,-3.0,[1 0 1 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,167,-6.0,[1 0 1 1 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,168,-4.0,[0 1 0 0 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,169,-5.0,[0 0 1 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,170,-5.0,[0 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,171,-4.0,[0 1 1 1 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,172,-6.0,[1 1 1 0 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,173,-5.0,[1 0 1 0 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,174,-3.0,[0 1 0 0 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,175,-5.0,[1 0 0 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,176,-3.0,[0 0 0 1 0 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,177,-2.0,[1 0 0 1 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,178,-6.0,[1 1 1 0 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,179,-5.0,[1 1 1 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,180,-4.0,[0 0 0 0 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,181,-4.0,[0 0 0 1 1 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,182,-6.0,[1 1 1 1 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,183,-7.0,[1 0 1 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,184,-7.0,[1 1 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,185,-4.0,[1 1 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,186,-2.0,[0 0 1 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,187,-1.0,[0 0 0 0 1 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,188,-3.0,[0 1 1 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,189,-4.0,[0 1 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,190,-5.0,[1 0 0 1 1 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,191,-7.0,[1 0 1 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,192,-1.0,[1 0 0 0 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,193,-6.0,[1 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,194,-6.0,[1 0 1 1 0 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,195,-2.0,[0 0 1 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,196,-4.0,[1 1 0 0 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,197,-2.0,[1 0 0 0 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,198,-4.0,[1 0 0 0 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,199,-3.0,[0 0 0 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,200,-3.0,[0 0 1 0 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,201,-4.0,[1 1 0 0 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,202,-3.0,[0 0 1 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,203,-4.0,[0 0 1 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,204,-4.0,[1 0 0 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,205,-3.0,[0 1 0 0 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,206,-3.0,[0 1 0 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,207,-4.0,[1 0 1 0 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,208,-1.0,[0 0 0 0 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,209,-4.0,[1 0 0 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,210,-1.0,[0 0 0 1 0 0 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,211,-5.0,[0 0 1 1 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,212,-3.0,[0 0 1 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,213,-4.0,[1 0 1 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,214,-1.0,[0 0 0 0 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,215,-3.0,[0 1 0 0 1 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,216,-4.0,[1 1 0 1 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,217,-3.0,[1 0 0 1 0 0 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,218,-2.0,[0 0 0 0 0 1 1 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,219,-3.0,[1 0 1 0 0 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,220,-4.0,[1 0 0 1 0 1 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,221,-4.0,[0 1 1 0 1 0 0 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,222,-2.0,[0 0 0 1 0 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,223,-6.0,[1 0 1 1 1 0 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,224,-5.0,[1 0 1 1 1 1 0 0],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
5,225,-5.0,[0 0 0 1 1 1 1 1],"[0.00666667 0.17666667 0.03       0.07333333 0.03       0.09666667
 0.17666667 0.        ]"
