episode,step,reward,action,age
2,229,-4.0,[1 0 0 0 1 1 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,230,-4.0,[0 1 0 0 1 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,231,-2.0,[0 1 0 1 0 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,232,-4.0,[1 0 0 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,233,-3.0,[0 0 1 1 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,234,-5.0,[1 1 0 0 1 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,235,-6.0,[1 1 1 1 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,236,-1.0,[0 0 0 0 0 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,237,-4.0,[1 0 0 0 1 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,238,-4.0,[0 0 1 1 1 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,239,-3.0,[1 1 0 1 0 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,240,-1.0,[0 0 0 0 1 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,241,-2.0,[0 0 1 0 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,242,-6.0,[1 0 1 1 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,243,-4.0,[0 0 1 0 1 1 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,244,-4.0,[1 1 0 0 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,245,-2.0,[0 1 0 0 0 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,246,-2.0,[0 0 0 1 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,247,-2.0,[0 1 0 0 0 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,248,-2.0,[0 1 0 0 0 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,249,-5.0,[1 1 1 1 0 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,250,-8.0,[1 1 1 1 1 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,251,-6.0,[1 1 1 0 1 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,252,-4.0,[1 0 0 1 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,253,-4.0,[0 1 0 1 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,254,-4.0,[0 1 0 1 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,255,-3.0,[0 1 0 0 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,256,-2.0,[0 0 1 0 0 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,257,-3.0,[0 1 0 0 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,258,-2.0,[0 0 0 1 0 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,259,-5.0,[1 1 0 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,260,-6.0,[1 0 1 0 1 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,261,-4.0,[0 0 1 0 1 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,262,-4.0,[0 1 1 0 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,263,-6.0,[1 1 1 1 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,264,-6.0,[1 1 0 1 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,265,-1.0,[1 0 0 0 0 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,266,-4.0,[0 1 1 0 1 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,267,-6.0,[1 1 1 1 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,268,-2.0,[0 0 0 1 1 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,269,-5.0,[1 0 1 1 1 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,270,-4.0,[1 0 0 0 1 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,271,-6.0,[1 1 1 1 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,272,-5.0,[1 0 0 1 1 1 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,273,-5.0,[0 0 1 1 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,274,-4.0,[0 1 0 0 1 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,275,-6.0,[1 1 1 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,276,-6.0,[1 1 1 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,277,-4.0,[1 1 0 1 1 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,278,-4.0,[0 0 0 1 1 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,279,-6.0,[1 1 0 1 1 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,280,-5.0,[1 1 0 1 0 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,281,-5.0,[0 1 1 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,282,-4.0,[0 0 0 1 1 1 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,283,-4.0,[0 1 0 1 1 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,284,-3.0,[0 0 1 0 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,285,-4.0,[0 1 0 0 0 1 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,286,-4.0,[1 0 0 1 1 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,287,-3.0,[0 1 0 0 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,288,-3.0,[0 1 1 0 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,289,-3.0,[0 1 1 0 1 0 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,290,-6.0,[1 1 1 0 1 1 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,291,-4.0,[1 0 1 1 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,292,-4.0,[1 1 1 0 0 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,293,-3.0,[0 1 1 0 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,294,-4.0,[1 0 0 1 0 0 1 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,295,-3.0,[0 0 1 1 0 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,296,-3.0,[0 0 1 1 0 0 1 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,297,-6.0,[1 1 1 0 1 1 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,298,-3.0,[0 0 1 0 1 1 0 0],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
2,299,1863.0,[0 0 0 1 1 0 0 1],"[0.00666667 0.14       0.00333333 0.05666667 0.03333333 0.17
 0.01       0.        ]"
3,0,-4.0,[1 0 0 1 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,1,-5.0,[1 1 0 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,2,-2.0,[0 0 0 0 0 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,3,-4.0,[0 0 1 1 1 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,4,-6.0,[0 1 1 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,5,-4.0,[0 0 1 1 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,6,-3.0,[0 0 0 0 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,7,-4.0,[0 1 1 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,8,-3.0,[0 1 1 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,9,-4.0,[1 1 0 1 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,10,-6.0,[1 1 1 1 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,11,-2.0,[0 0 0 0 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,12,-6.0,[1 0 1 1 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,13,-6.0,[1 0 1 1 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,14,-5.0,[1 1 1 0 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,15,-6.0,[1 1 1 1 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,16,-2.0,[0 1 0 0 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,17,-4.0,[1 1 1 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,18,-5.0,[1 1 0 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,19,-6.0,[1 0 1 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,20,-5.0,[1 1 1 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,21,-3.0,[0 0 1 0 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,22,-2.0,[0 1 0 0 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,23,-6.0,[1 0 1 1 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,24,-3.0,[0 1 0 0 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,25,-3.0,[0 1 0 0 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,26,-6.0,[0 1 0 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,27,-5.0,[1 0 0 1 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,28,-4.0,[1 1 1 0 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,29,-2.0,[1 0 0 0 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,30,-4.0,[1 0 1 0 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,31,-5.0,[1 1 0 1 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,32,-6.0,[1 0 1 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,33,-5.0,[1 0 1 1 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,34,-4.0,[1 0 1 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,35,-6.0,[1 1 1 1 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,36,-4.0,[1 0 0 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,37,-2.0,[0 0 0 0 0 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,38,-4.0,[1 0 1 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,39,-4.0,[1 0 1 0 1 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,40,-3.0,[1 0 0 1 1 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,41,-2.0,[0 0 0 0 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,42,-5.0,[1 0 1 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,43,-3.0,[1 0 1 0 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,44,-3.0,[1 0 0 0 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,45,-5.0,[0 0 0 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,46,0.0,[0 0 0 0 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,47,-4.0,[0 1 1 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,48,-5.0,[0 0 1 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,49,-4.0,[0 0 1 1 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,50,-4.0,[1 1 0 1 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,51,-4.0,[1 1 0 0 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,52,-3.0,[0 0 1 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,53,-4.0,[1 0 0 1 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,54,-2.0,[0 0 1 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,55,-7.0,[1 1 1 1 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,56,-4.0,[1 1 0 0 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,57,-4.0,[0 1 0 1 1 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,58,-6.0,[0 1 0 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,59,-2.0,[1 1 0 0 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,60,-4.0,[1 1 0 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,61,-1.0,[0 0 0 0 1 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,62,-6.0,[1 1 1 0 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,63,-4.0,[0 0 1 0 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,64,-3.0,[0 0 0 1 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,65,-4.0,[0 0 0 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,66,-6.0,[1 1 1 0 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,67,-2.0,[1 0 1 0 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,68,-5.0,[1 0 1 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,69,-4.0,[1 1 0 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,70,-1.0,[0 0 0 0 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,71,-5.0,[0 1 0 1 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,72,-5.0,[0 1 1 0 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,73,-4.0,[0 1 0 1 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,74,-6.0,[0 1 1 1 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,75,-3.0,[0 0 0 0 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,76,-5.0,[0 1 0 1 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,77,-2.0,[1 1 0 0 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,78,-6.0,[0 0 1 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,79,-7.0,[1 1 1 1 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,80,-4.0,[1 0 1 0 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,81,-6.0,[1 1 1 0 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,82,-3.0,[1 0 0 0 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,83,-1.0,[0 0 0 0 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,84,-5.0,[0 1 1 1 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,85,-5.0,[1 1 1 1 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,86,-2.0,[0 0 1 0 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,87,-8.0,[1 1 1 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,88,-2.0,[0 1 0 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,89,-7.0,[0 1 1 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,90,-4.0,[0 1 0 1 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,91,-5.0,[1 1 0 0 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,92,-4.0,[1 0 1 0 1 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,93,-3.0,[0 0 1 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,94,-4.0,[1 0 1 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,95,-6.0,[1 1 0 1 1 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,96,-6.0,[1 1 1 0 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,97,-3.0,[0 0 0 0 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,98,-3.0,[0 1 1 1 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,99,-6.0,[1 0 1 1 0 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,100,-8.0,[1 1 1 1 1 1 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,101,-5.0,[1 1 1 1 1 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,102,-4.0,[1 0 0 0 1 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,103,-4.0,[0 1 0 1 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,104,-5.0,[1 1 0 1 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,105,-5.0,[1 1 0 1 1 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,106,-3.0,[1 1 0 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,107,-5.0,[0 1 1 1 0 0 1 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,108,-2.0,[0 0 0 1 0 0 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,109,-5.0,[1 0 1 0 1 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,110,-4.0,[1 1 0 0 0 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,111,-4.0,[1 0 0 1 0 1 0 1],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,112,-2.0,[0 1 1 0 0 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,113,-2.0,[0 1 0 0 0 1 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,114,-4.0,[1 0 1 0 1 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,115,-3.0,[1 0 1 0 1 0 0 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,116,-3.0,[0 0 1 0 0 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,117,-3.0,[0 1 0 1 0 0 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
3,118,-5.0,[0 1 1 1 0 1 1 0],"[0.00333333 0.02333333 0.03       0.05333333 0.20666667 0.03
 0.11666667 0.        ]"
