episode,step,agent_0,agent_1,agent_2,agent_3
0,0,0.515665794412295,0.4660893302162488,0.47459988087415694,0.5286504954099656
1,0,0.5149806541204452,0.4663090229034424,0.4755412902434667,0.5276304386059443
2,0,0.5143685287237167,0.466471417148908,0.476061722834905,0.5267584180831909
3,0,0.5138707240422566,0.46737926026185356,0.47612770209709804,0.5258002126216889
4,0,0.5136096554994584,0.46771304080883663,0.47643269578615827,0.5255403061707814
5,0,0.5135475542147955,0.4679116695125898,0.47756013929843905,0.5255980865160624
6,0,0.5136597573757171,0.4682868538300196,0.4775110593438148,0.5259415600697199
7,0,0.513770622809728,0.4685305905342102,0.47872617612282437,0.526438503464063
8,0,0.5139083486795425,0.46857930064201353,0.47849732170502346,0.526794749101003
9,0,0.513870456814766,0.46855627328157423,0.4780369359254837,0.5271586825450262
10,0,0.5139630391200384,0.4689769517381986,0.4775245318810145,0.5271900912125905
11,0,0.5140279656648636,0.4683915931979815,0.4784955217440923,0.5274650071064632
12,0,0.5142272098859151,0.46882792850335436,0.4781208210190137,0.5275524282455444
13,0,0.5143222407499949,0.46847762167453766,0.4778426244854927,0.5276034249862035
14,0,0.5142970818281174,0.4687839228908221,0.47771030028661093,0.5277579500277837
15,0,0.5142659604549408,0.46852177768945696,0.477666060825189,0.5278305387496949
16,0,0.5140682417154312,0.46938064297040305,0.4777134542663892,0.5280480752388637
17,0,0.5140399165948232,0.46840921640396116,0.47700748493274053,0.5282794880867004
18,0,0.5138757258653641,0.4700074864427249,0.47725742002328236,0.5288174694776535
19,0,0.5138464953502019,0.4695990376671155,0.47718156466881434,0.5291674486796061
20,0,0.5139271875222524,0.46944831768671674,0.47672989139954247,0.5293447802464167
21,0,0.5138703197240829,0.4691744908690453,0.47724816292524336,0.5294040497144064
22,0,0.5138049797217051,0.46910581111907956,0.47607666422923406,0.5294827930132548
23,0,0.5136688973506292,0.469682007531325,0.47660326490799587,0.5293497161070506
24,0,0.513570499420166,0.470453398625056,0.4764672810832659,0.5293169369300207
25,0,0.513514304558436,0.46957799275716144,0.4761646517117818,0.5293163482348124
26,0,0.5135772816340128,0.47009548515081406,0.47592821180820466,0.5292088997364044
27,0,0.5134790670871735,0.4697490629553795,0.4758689922094345,0.5290098834037781
28,0,0.5133528218666712,0.47025619725386303,0.4755399920543035,0.5288414486249288
29,0,0.5132797978321711,0.46988581399122875,0.47587303986152013,0.5285555529594421
30,0,0.5133085443576177,0.469993216296037,0.4753716725111008,0.5282797888914744
31,0,0.5133680021762848,0.4702330383658409,0.47640663663546245,0.5281351226568222
32,0,0.5133577271302541,0.47008592446645103,0.4756891709566116,0.5281595456600189
33,0,0.5133768979708354,0.47038992335398994,0.476041918694973,0.5279655925432841
34,0,0.5133659414450328,0.47021595180034637,0.47594348768393197,0.5279416805505752
35,0,0.5132537468274434,0.47092174977064133,0.4758757619063059,0.5278887295722962
36,0,0.5131950223445892,0.47077607303857805,0.4754761857787768,0.5279836827516555
37,0,0.5131934136152267,0.47070309907197955,0.47552565077940623,0.5280816245079041
38,0,0.5131047942241033,0.4706666879852613,0.4755036460359891,0.5282733184099198
39,0,0.512950313091278,0.4708509975671768,0.4755784374475479,0.528321176369985
40,0,0.5128383215268453,0.47098519136508304,0.47539289822181063,0.5281804351011912
41,0,0.5125786660114924,0.4709578947226207,0.4759369377295176,0.5280983489751816
42,0,0.5124317085742951,0.47096505562464397,0.47557550738255183,0.528024767835935
43,0,0.5121945293744405,0.47148830582698187,0.4753214294711749,0.5280989128351211
44,0,0.5121763948599497,0.4714913858970006,0.4755382197101911,0.5277198739846547
45,0,0.5120605742931366,0.47158332059780755,0.4754171800613403,0.5274352200826009
46,0,0.5118706732988357,0.4725165048241615,0.47525515029827753,0.5272608772913615
47,0,0.5119486687580744,0.4725478833913803,0.47551487654447555,0.5270165304342905
48,0,0.5120520468552907,0.4724661714831988,0.4750357848405838,0.5268062176307042
49,0,0.512079331278801,0.4723906374971072,0.474930326739947,0.5266782784461975
50,0,0.5120991738637288,0.4725264607866605,0.47498307665189105,0.5263048925002416
51,0,0.5121817167599996,0.4722622130314509,0.4749415749311447,0.5261673370997111
52,0,0.5121492650111517,0.4728800811370214,0.4750812754034996,0.5258742086092631
53,0,0.5121686349312464,0.4730065774917602,0.47494633972644806,0.5254650408029556
54,0,0.5122010966142019,0.47336623330911,0.47506169219811756,0.5250660932064056
55,0,0.5123175275325775,0.4736395946145058,0.4753390243649483,0.5246084147691726
56,0,0.5123477365573247,0.4742328651746114,0.47517915626366936,0.5243124500910441
57,0,0.5123257619142533,0.4742691328128179,0.4750652743379275,0.5239596060911814
58,0,0.5122617111603419,0.47418596466382346,0.4753659678498904,0.5236638683080673
59,0,0.51215895930926,0.47425529579321546,0.4755913171172142,0.5233963714043299
60,0,0.5119832742214203,0.4744020739197731,0.475645831823349,0.5229024748007457
61,0,0.5117645911375681,0.474463598827521,0.47567375282446545,0.5225546010335287
62,0,0.5114987683296204,0.4746139861146609,0.4761222043633461,0.521978753010432
63,0,0.5112043676773707,0.47501029084126156,0.4763790760437647,0.5216582504908244
64,0,0.5109832255045573,0.4749759237964948,0.47699635873238244,0.5211180486281712
65,0,0.5107258013884226,0.4755781895915667,0.47621353964010876,0.5205682883659999
66,0,0.5105066549777985,0.4755273018280665,0.47677081058422727,0.5200198302666347
67,0,0.5102935951948165,0.4758374536037445,0.47718301822741827,0.5198329927523931
68,0,0.5100878073771795,0.47597327450911203,0.4766281149784724,0.5194853214422862
69,0,0.5097312666972478,0.4760364525516828,0.47690638442834216,0.519640918970108
70,0,0.5094844472408294,0.4754256813724836,0.4769635294874509,0.5195571472247441
71,0,0.5093212775389353,0.47506936798493066,0.4769307174285253,0.5194477142890295
72,0,0.5091295727094014,0.4755526746312777,0.47768368323644,0.519825044075648
73,0,0.5089896506071091,0.4756203717986743,0.477662884692351,0.5195323832829793
74,0,0.5087590487798055,0.474816415309906,0.47808722347021104,0.5192661956946055
75,0,0.5084944270054499,0.4750527984897296,0.4787638255953789,0.5191754631201426
76,0,0.5081610534588495,0.47496337960163754,0.4786964664856593,0.5190207660198212
77,0,0.507861812710762,0.4747582037250201,0.4792906416455905,0.5190018685658773
78,0,0.5074938267469407,0.4749105432629585,0.47926998207966487,0.5188644979397455
