episode,step,reward,action_0,action_1,action_2,age_0,age_1,age_2
1,0,0.0,1.0,1.0,0.0,0.005,0.005,0.005
1,1,-0.3333333333333333,1.0,0.0,1.0,0.0,0.01,0.01
1,2,-0.3333333333333333,1.0,0.0,1.0,0.005,0.015,0.0
1,3,-0.3333333333333333,0.0,0.0,1.0,0.01,0.02,0.0
1,4,0.0,0.0,1.0,1.0,0.015,0.025,0.005
1,5,0.0,0.0,1.0,1.0,0.02,0.030000000000000002,0.01
1,6,-0.3333333333333333,1.0,1.0,1.0,0.025,0.0,0.015
1,7,0.0,0.0,1.0,0.0,0.030000000000000002,0.005,0.02
1,8,0.0,0.0,0.0,1.0,0.035,0.01,0.025
1,9,-0.6666666666666666,0.0,1.0,1.0,0.04,0.015,0.030000000000000002
1,10,-0.3333333333333333,1.0,1.0,1.0,0.045,0.0,0.035
1,11,-0.3333333333333333,1.0,0.0,1.0,0.049999999999999996,0.005,0.0
1,12,0.0,1.0,0.0,0.0,0.05499999999999999,0.01,0.005
1,13,-0.3333333333333333,0.0,1.0,1.0,0.05999999999999999,0.015,0.0
1,14,0.0,1.0,1.0,0.0,0.06499999999999999,0.02,0.005
1,15,-0.3333333333333333,1.0,1.0,0.0,0.06999999999999999,0.0,0.01
1,16,-0.3333333333333333,0.0,1.0,1.0,0.075,0.005,0.0
1,17,-0.3333333333333333,1.0,0.0,1.0,0.0,0.01,0.005
1,18,-0.6666666666666666,1.0,1.0,0.0,0.005,0.015,0.01
1,19,0.0,0.0,1.0,0.0,0.01,0.02,0.015
1,20,0.0,1.0,0.0,0.0,0.015,0.025,0.02
1,21,-0.3333333333333333,1.0,1.0,1.0,0.02,0.030000000000000002,0.0
1,22,0.0,0.0,0.0,0.0,0.025,0.035,0.005
1,23,-0.3333333333333333,0.0,1.0,0.0,0.030000000000000002,0.0,0.01
1,24,0.0,1.0,1.0,1.0,0.035,0.005,0.015
1,25,0.0,1.0,0.0,1.0,0.04,0.01,0.02
1,26,-1.0,1.0,1.0,1.0,0.045,0.015,0.025
1,27,-0.3333333333333333,0.0,0.0,1.0,0.049999999999999996,0.02,0.0
1,28,0.0,1.0,0.0,1.0,0.05499999999999999,0.025,0.005
1,29,-0.6666666666666666,1.0,1.0,1.0,0.05999999999999999,0.030000000000000002,0.01
1,30,0.0,1.0,1.0,0.0,0.06499999999999999,0.035,0.015
1,31,-0.6666666666666666,1.0,1.0,0.0,0.06999999999999999,0.04,0.02
1,32,-0.3333333333333333,0.0,0.0,1.0,0.075,0.045,0.0
1,33,-0.3333333333333333,0.0,0.0,1.0,0.08,0.049999999999999996,0.0
1,34,-0.3333333333333333,1.0,1.0,1.0,0.085,0.05499999999999999,0.0
1,35,-0.3333333333333333,1.0,0.0,1.0,0.0,0.05999999999999999,0.005
1,36,-0.6666666666666666,0.0,1.0,1.0,0.005,0.06499999999999999,0.01
1,37,0.0,1.0,1.0,1.0,0.01,0.06999999999999999,0.015
1,38,-0.3333333333333333,0.0,1.0,1.0,0.015,0.075,0.0
1,39,-0.3333333333333333,1.0,0.0,1.0,0.0,0.08,0.005
1,40,-0.3333333333333333,1.0,1.0,0.0,0.005,0.0,0.01
1,41,-0.6666666666666666,1.0,1.0,1.0,0.01,0.005,0.015
1,42,-0.6666666666666666,1.0,1.0,0.0,0.015,0.01,0.02
1,43,-0.6666666666666666,1.0,1.0,0.0,0.02,0.015,0.025
1,44,-0.3333333333333333,0.0,1.0,0.0,0.025,0.0,0.030000000000000002
1,45,-0.3333333333333333,1.0,0.0,1.0,0.030000000000000002,0.005,0.0
1,46,0.0,1.0,0.0,0.0,0.035,0.01,0.005
1,47,-0.6666666666666666,1.0,1.0,1.0,0.04,0.015,0.01
1,48,-0.3333333333333333,1.0,1.0,1.0,0.045,0.0,0.015
1,49,-0.3333333333333333,1.0,1.0,0.0,0.0,0.005,0.02
1,50,-0.3333333333333333,1.0,1.0,0.0,0.0,0.01,0.025
1,51,0.0,0.0,1.0,1.0,0.005,0.015,0.030000000000000002
1,52,-0.3333333333333333,0.0,0.0,1.0,0.01,0.02,0.0
1,53,0.0,0.0,1.0,1.0,0.015,0.025,0.005
1,54,-0.3333333333333333,1.0,1.0,1.0,0.02,0.030000000000000002,0.0
1,55,-0.6666666666666666,0.0,1.0,1.0,0.025,0.035,0.005
1,56,0.0,0.0,1.0,0.0,0.030000000000000002,0.04,0.01
1,57,-0.6666666666666666,1.0,1.0,1.0,0.035,0.045,0.015
1,58,0.0,0.0,0.0,0.0,0.04,0.049999999999999996,0.02
1,59,0.0,0.0,1.0,0.0,0.045,0.05499999999999999,0.025
1,60,-0.3333333333333333,0.0,1.0,1.0,0.049999999999999996,0.05999999999999999,0.0
1,61,-0.6666666666666666,1.0,1.0,1.0,0.05499999999999999,0.06499999999999999,0.005
1,62,-0.3333333333333333,0.0,0.0,1.0,0.05999999999999999,0.06999999999999999,0.0
1,63,-0.3333333333333333,1.0,0.0,1.0,0.06499999999999999,0.075,0.0
1,64,-0.3333333333333333,0.0,1.0,0.0,0.06999999999999999,0.0,0.005
1,65,0.0,1.0,0.0,0.0,0.075,0.005,0.01
1,66,-0.3333333333333333,1.0,1.0,1.0,0.08,0.01,0.0
1,67,0.0,1.0,0.0,1.0,0.085,0.015,0.005
1,68,0.0,0.0,1.0,0.0,0.09000000000000001,0.02,0.01
1,69,-0.3333333333333333,1.0,1.0,0.0,0.0,0.025,0.015
1,70,0.0,0.0,1.0,0.0,0.005,0.030000000000000002,0.02
1,71,0.0,1.0,1.0,0.0,0.01,0.035,0.025
1,72,-0.3333333333333333,1.0,1.0,1.0,0.015,0.0,0.030000000000000002
1,73,-0.6666666666666666,1.0,1.0,1.0,0.02,0.005,0.035
1,74,0.0,1.0,1.0,1.0,0.025,0.01,0.04
1,75,-0.6666666666666666,1.0,1.0,1.0,0.030000000000000002,0.015,0.045
1,76,0.0,1.0,0.0,1.0,0.035,0.02,0.049999999999999996
1,77,-0.3333333333333333,0.0,1.0,1.0,0.04,0.025,0.0
1,78,-0.6666666666666666,0.0,1.0,1.0,0.045,0.030000000000000002,0.005
1,79,-0.3333333333333333,1.0,1.0,1.0,0.0,0.035,0.01
1,80,-0.3333333333333333,1.0,1.0,1.0,0.005,0.04,0.0
1,81,0.0,0.0,1.0,0.0,0.01,0.045,0.005
1,82,0.0,1.0,1.0,0.0,0.015,0.049999999999999996,0.01
1,83,-1.0,1.0,1.0,1.0,0.02,0.05499999999999999,0.015
1,84,0.0,0.0,1.0,0.0,0.025,0.05999999999999999,0.02
1,85,0.0,1.0,0.0,0.0,0.030000000000000002,0.06499999999999999,0.025
1,86,-0.6666666666666666,1.0,1.0,1.0,0.035,0.06999999999999999,0.030000000000000002
1,87,0.0,1.0,0.0,0.0,0.04,0.075,0.035
1,88,-0.6666666666666666,0.0,1.0,1.0,0.045,0.08,0.04
1,89,0.0,0.0,1.0,0.0,0.049999999999999996,0.085,0.045
1,90,0.0,1.0,1.0,1.0,0.05499999999999999,0.09000000000000001,0.049999999999999996
1,91,-0.3333333333333333,0.0,0.0,1.0,0.05999999999999999,0.09500000000000001,0.0
1,92,0.0,1.0,1.0,0.0,0.06499999999999999,0.10000000000000002,0.005
1,93,-0.3333333333333333,1.0,1.0,0.0,0.06999999999999999,0.0,0.01
1,94,-0.6666666666666666,1.0,1.0,1.0,0.075,0.005,0.015
1,95,0.0,1.0,0.0,0.0,0.08,0.01,0.02
1,96,-0.6666666666666666,1.0,1.0,0.0,0.085,0.015,0.025
1,97,-0.3333333333333333,1.0,0.0,0.0,0.0,0.02,0.030000000000000002
1,98,0.0,1.0,1.0,0.0,0.005,0.025,0.035
1,99,-0.3333333333333333,1.0,1.0,0.0,0.01,0.0,0.04
1,100,-0.6666666666666666,1.0,1.0,1.0,0.015,0.005,0.045
1,101,-0.6666666666666666,1.0,1.0,1.0,0.02,0.01,0.049999999999999996
1,102,0.0,1.0,0.0,1.0,0.025,0.015,0.05499999999999999
1,103,-0.3333333333333333,1.0,1.0,0.0,0.0,0.02,0.05999999999999999
1,104,-0.3333333333333333,1.0,1.0,0.0,0.005,0.0,0.06499999999999999
1,105,-0.3333333333333333,1.0,1.0,1.0,0.01,0.005,0.0
1,106,-0.3333333333333333,1.0,1.0,1.0,0.015,0.01,0.0
1,107,-0.3333333333333333,0.0,1.0,0.0,0.02,0.0,0.005
1,108,-1.0,1.0,1.0,1.0,0.025,0.005,0.01
1,109,-0.6666666666666666,1.0,1.0,1.0,0.030000000000000002,0.01,0.015
1,110,0.0,1.0,1.0,0.0,0.035,0.015,0.02
1,111,0.0,1.0,1.0,0.0,0.04,0.02,0.025
1,112,-0.3333333333333333,1.0,0.0,0.0,0.0,0.025,0.030000000000000002
1,113,-0.6666666666666666,1.0,0.0,1.0,0.005,0.030000000000000002,0.035
1,114,-0.6666666666666666,1.0,0.0,1.0,0.01,0.035,0.04
1,115,-0.6666666666666666,1.0,0.0,1.0,0.015,0.04,0.045
1,116,-0.3333333333333333,0.0,1.0,0.0,0.02,0.0,0.049999999999999996
1,117,0.0,1.0,0.0,0.0,0.025,0.005,0.05499999999999999
1,118,-1.0,1.0,1.0,1.0,0.030000000000000002,0.01,0.05999999999999999
1,119,-0.3333333333333333,1.0,0.0,1.0,0.035,0.015,0.0
1,120,-0.3333333333333333,0.0,1.0,1.0,0.04,0.02,0.0
1,121,-0.3333333333333333,1.0,1.0,0.0,0.0,0.025,0.005
1,122,0.0,0.0,1.0,0.0,0.005,0.030000000000000002,0.01
1,123,-0.6666666666666666,0.0,1.0,1.0,0.01,0.035,0.015
1,124,0.0,0.0,0.0,0.0,0.015,0.04,0.02
1,125,0.0,1.0,1.0,0.0,0.02,0.045,0.025
1,126,-0.3333333333333333,0.0,1.0,0.0,0.025,0.0,0.030000000000000002
1,127,-1.0,1.0,1.0,1.0,0.030000000000000002,0.005,0.035
1,128,0.0,1.0,0.0,0.0,0.035,0.01,0.04
1,129,-0.6666666666666666,1.0,1.0,1.0,0.04,0.015,0.045
1,130,-0.6666666666666666,1.0,1.0,0.0,0.045,0.02,0.049999999999999996
1,131,0.0,1.0,0.0,1.0,0.049999999999999996,0.025,0.05499999999999999
1,132,-0.3333333333333333,1.0,1.0,1.0,0.05499999999999999,0.030000000000000002,0.0
1,133,-0.6666666666666666,0.0,1.0,1.0,0.05999999999999999,0.035,0.005
1,134,-1.0,1.0,1.0,1.0,0.06499999999999999,0.04,0.01
1,135,-0.6666666666666666,1.0,1.0,0.0,0.06999999999999999,0.045,0.015
1,136,-0.6666666666666666,1.0,1.0,0.0,0.075,0.049999999999999996,0.02
1,137,-0.3333333333333333,0.0,1.0,0.0,0.08,0.0,0.025
1,138,0.0,0.0,1.0,0.0,0.085,0.005,0.030000000000000002
1,139,0.0,1.0,1.0,1.0,0.09000000000000001,0.01,0.035
1,140,-0.6666666666666666,1.0,1.0,1.0,0.09500000000000001,0.015,0.04
1,141,0.0,1.0,1.0,0.0,0.10000000000000002,0.02,0.045
1,142,-0.3333333333333333,0.0,1.0,0.0,0.10500000000000002,0.0,0.049999999999999996
1,143,-0.3333333333333333,0.0,1.0,0.0,0.11000000000000003,0.0,0.05499999999999999
1,144,-0.3333333333333333,1.0,0.0,1.0,0.11500000000000003,0.005,0.0
1,145,0.0,1.0,1.0,0.0,0.12000000000000004,0.01,0.005
1,146,-0.3333333333333333,1.0,1.0,1.0,0.12500000000000003,0.015,0.0
1,147,-0.6666666666666666,1.0,1.0,0.0,0.13000000000000003,0.02,0.005
1,148,-0.3333333333333333,0.0,0.0,1.0,0.13500000000000004,0.025,0.0
1,149,-0.3333333333333333,0.0,0.0,1.0,0.14000000000000004,0.030000000000000002,0.0
1,150,-0.6666666666666666,1.0,1.0,0.0,0.14500000000000005,0.035,0.005
1,151,-0.3333333333333333,0.0,1.0,0.0,0.15000000000000005,0.0,0.01
