Wall time,Step,Value
1724256998.9157965,0,29.524999618530273
1724257012.5953064,1,27.837499618530273
1724257024.7388864,2,28.5625
1724257037.7636738,3,27.287500381469727
1724257051.3180895,4,28.299999237060547
1724257064.5822167,5,28.625
1724257077.658212,6,27.5625
1724257090.9793088,7,28.600000381469727
1724257103.895292,8,28.075000762939453
1724257116.682143,9,30.0625
1724257129.5120087,10,27.337499618530273
1724257143.0128205,11,28.912500381469727
1724257156.165156,12,28.200000762939453
1724257169.5354755,13,27.0
1724257181.621936,14,27.587499618530273
1724257194.6529431,15,25.662500381469727
1724257207.98603,16,27.649999618530273
1724257221.0142963,17,27.337499618530273
1724257234.5702128,18,27.575000762939453
1724257247.5943441,19,27.737499237060547
1724257259.8258085,20,27.487499237060547
1724257272.3029478,21,26.950000762939453
1724257285.3265584,22,29.462499618530273
1724257298.419,23,28.587499618530273
1724257311.8856292,24,26.162500381469727
1724257325.8088298,25,27.850000381469727
1724257338.9461079,26,22.299999237060547
1724257350.9866624,27,26.924999237060547
1724257364.8330514,28,27.112499237060547
1724257377.5604444,29,28.6875
1724257390.5172372,30,30.375
1724257404.324643,31,25.537500381469727
1724257416.3433595,32,28.950000762939453
1724257429.528412,33,26.924999237060547
1724257442.5531025,34,28.212499618530273
1724257456.487502,35,31.237499237060547
1724257469.5217402,36,26.637500762939453
1724257482.0971823,37,29.912500381469727
1724257493.8142755,38,24.762500762939453
1724257507.9966857,39,29.737499237060547
1724257520.815638,40,25.537500381469727
1724257534.6291227,41,30.912500381469727
1724257547.9891448,42,28.162500381469727
1724257560.979938,43,28.475000381469727
1724257572.4008698,44,28.950000762939453
1724257585.5528858,45,29.762500762939453
1724257598.7976449,46,29.225000381469727
1724257612.2354288,47,25.8125
1724257625.8892467,48,26.662500381469727
1724257639.4005368,49,27.75
1724257651.6551607,50,27.3125
1724257663.9978237,51,28.024999618530273
1724257678.0091896,52,28.924999237060547
1724257690.7098072,53,31.625
1724257703.9008608,54,27.612499237060547
1724257716.652432,55,28.950000762939453
1724257730.9962482,56,27.987499237060547
1724257744.2217407,57,25.625
1724257757.1398673,58,27.287500381469727
1724257770.6546376,59,29.975000381469727
1724257784.5238967,60,29.737499237060547
1724257797.9843853,61,27.024999618530273
1724257812.67597,62,27.25
1724257825.5489142,63,27.912500381469727
1724257838.4408221,64,24.924999237060547
1724257851.4335852,65,30.387500762939453
1724257865.804016,66,30.899999618530273
1724257880.6730864,67,28.9375
1724257894.491845,68,26.975000381469727
1724257908.9395247,69,26.325000762939453
1724257922.8976638,70,28.337499618530273
1724257938.3088033,71,27.774999618530273
1724257952.8971543,72,27.975000381469727
1724257966.7187586,73,26.462499618530273
1724257981.557565,74,28.575000762939453
1724257995.3002613,75,29.0
1724258008.5000355,76,25.950000762939453
1724258022.0641406,77,27.075000762939453
1724258036.149687,78,27.674999237060547
1724258050.835601,79,26.375
1724258065.344766,80,30.0625
1724258078.3483975,81,26.375
1724258091.3577037,82,27.012500762939453
1724258105.166494,83,27.5625
1724258120.373327,84,27.862499237060547
1724258134.3753695,85,24.262500762939453
1724258148.3698854,86,27.612499237060547
1724258161.5572,87,27.924999237060547
1724258174.879858,88,26.100000381469727
1724258188.3116584,89,26.712499618530273
1724258201.4914153,90,26.287500381469727
1724258214.8951907,91,29.549999237060547
1724258228.2905602,92,28.862499237060547
1724258241.523474,93,23.575000762939453
1724258254.7085712,94,27.412500381469727
1724258268.60794,95,28.712499618530273
1724258280.4635515,96,29.424999237060547
1724258294.1060696,97,27.174999237060547
1724258307.8914628,98,27.975000381469727
1724258320.9650624,99,31.799999237060547
1724258334.660375,100,28.575000762939453
1724258348.0704744,101,30.837499618530273
1724258360.0613875,102,29.012500762939453
1724258372.3719325,103,29.450000762939453
1724258385.3911557,104,25.674999237060547
1724258398.7124367,105,26.024999618530273
1724258411.9759867,106,28.875
1724258425.417679,107,27.075000762939453
1724258437.2690473,108,28.137500762939453
1724258450.355695,109,29.512500762939453
1724258462.6932178,110,27.549999237060547
1724258475.8281171,111,26.399999618530273
1724258489.3744164,112,26.487499237060547
1724258501.6277144,113,27.524999618530273
1724258515.7560282,114,31.4375
1724258529.071049,115,31.0625
1724258542.8185863,116,30.212499618530273
1724258556.4758434,117,27.0625
1724258570.2761543,118,30.587499618530273
1724258584.6957188,119,26.950000762939453
1724258597.3669493,120,26.762500762939453
1724258610.9784515,121,25.25
1724258625.324021,122,27.774999618530273
1724258638.3283207,123,29.075000762939453
1724258651.5841107,124,29.362499237060547
1724258665.4028523,125,30.274999618530273
1724258678.9856594,126,25.9375
1724258692.3088384,127,30.162500381469727
1724258705.5367606,128,28.762500762939453
1724258719.698492,129,26.912500381469727
1724258732.6771443,130,27.662500381469727
1724258747.7155716,131,29.387500762939453
1724258762.5741255,132,28.299999237060547
1724258776.6858804,133,28.774999618530273
1724258790.7362027,134,25.387500762939453
1724258803.8476686,135,29.462499618530273
1724258818.5543606,136,26.9375
