Wall time,Step,Value
1724257000.5795386,0,29.200000762939453
1724257008.6373522,1,28.399999618530273
1724257019.5026534,2,29.625
1724257030.6950178,3,28.512500762939453
1724257039.9647987,4,31.787500381469727
1724257051.0802052,5,28.237499237060547
1724257060.8824222,6,29.875
1724257070.316139,7,30.350000381469727
1724257081.2826695,8,29.5
1724257092.0917838,9,26.787500381469727
1724257100.2596135,10,29.674999237060547
1724257111.3847997,11,29.450000762939453
1724257121.7239547,12,31.9375
1724257131.420953,13,30.674999237060547
1724257140.6854806,14,25.962499618530273
1724257151.1726983,15,28.100000381469727
1724257161.1397734,16,28.825000762939453
1724257172.1017663,17,29.700000762939453
1724257182.0332615,18,28.8125
1724257190.727234,19,28.274999618530273
1724257201.4265542,20,29.75
1724257211.3438113,21,29.875
1724257222.1321137,22,27.299999237060547
1724257231.9211185,23,28.924999237060547
1724257241.2861903,24,31.274999618530273
1724257252.1266844,25,32.6875
1724257263.1734092,26,28.8125
1724257272.9983816,27,25.575000762939453
1724257282.7632873,28,29.762500762939453
1724257293.6337924,29,32.0625
1724257302.8242524,30,28.325000762939453
1724257313.5002213,31,26.5625
1724257322.735883,32,27.850000381469727
1724257332.3729913,33,26.75
1724257343.487185,34,28.325000762939453
1724257353.8643944,35,27.712499618530273
1724257362.8499372,36,29.337499618530273
1724257373.5140738,37,26.75
1724257383.0055966,38,28.587499618530273
1724257393.4966435,39,27.587499618530273
1724257404.4006667,40,28.850000381469727
1724257412.4752705,41,30.424999237060547
1724257423.4597409,42,28.037500381469727
1724257433.8694456,43,28.387500762939453
1724257443.852999,44,30.162500381469727
1724257453.5235097,45,32.662498474121094
1724257463.3395858,46,31.075000762939453
1724257473.9412491,47,28.424999237060547
1724257485.313934,48,30.512500762939453
1724257495.166788,49,28.487499237060547
1724257504.828835,50,27.837499618530273
1724257515.7933974,51,30.037500381469727
1724257524.9618464,52,28.6875
1724257536.171788,53,30.049999237060547
1724257545.6483438,54,29.837499618530273
1724257555.3016343,55,30.325000762939453
1724257566.3553886,56,28.024999618530273
1724257577.3084373,57,28.087499618530273
1724257587.1475446,58,27.225000381469727
1724257597.0969923,59,28.5625
1724257607.554275,60,28.962499618530273
1724257616.7810585,61,29.212499618530273
1724257627.2794797,62,27.625
1724257636.436576,63,31.837499618530273
1724257646.4285204,64,28.212499618530273
1724257657.2478282,65,28.462499618530273
1724257667.254663,66,29.462499618530273
1724257675.838953,67,29.799999237060547
1724257686.8936708,68,29.850000381469727
1724257697.1228375,69,27.137500762939453
1724257707.251358,70,26.174999237060547
1724257718.4498804,71,26.4375
1724257726.937889,72,26.512500762939453
1724257737.731654,73,27.512500762939453
1724257748.595325,74,30.162500381469727
1724257759.9942408,75,28.375
1724257769.790522,76,26.412500381469727
1724257780.0476449,77,29.149999618530273
1724257790.5899587,78,28.899999618530273
1724257801.527036,79,27.737499237060547
1724257812.6127229,80,28.075000762939453
1724257821.7595172,81,28.962499618530273
1724257833.3981218,82,29.424999237060547
