s,a,r,s_prime,done_mask
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],1,0.4833333333333345,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],1,0.12333333333333323,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],1,0.1666666666666665,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],0.0
[0.5 0.5],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
[0. 1.],0,0.0,[0. 1.],1.0
